sequence,period_id,period_order,period_title,date_original,battle_title,source_url,source_note,reliability,raw_text
602,qin_han,6,秦汉（前221－220）,26年,睢阳之战,https://zh.wikipedia.org/wiki/%E7%9D%A2%E9%98%B3%E4%B9%8B%E6%88%98_(26%E5%B9%B4),,未分级,26年－ 睢阳之战
603,qin_han,6,秦汉（前221－220）,27年,黎丘之战,https://zh.wikipedia.org/wiki/%E9%BB%8E%E4%B8%98%E4%B9%8B%E6%88%98,,未分级,27年－ 黎丘之战
604,qin_han,6,秦汉（前221－220）,29年,祝阿、临淄之战,https://zh.wikipedia.org/wiki/%E7%A5%9D%E9%98%BF%E3%80%81%E4%B8%B4%E6%B7%84%E4%B9%8B%E6%88%98,,未分级,29年－ 祝阿、临淄之战
605,qin_han,6,秦汉（前221－220）,30年,东汉平陇西之战,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E5%B9%B3%E9%99%87%E8%A5%BF%E4%B9%8B%E6%88%98,,未分级,30年－ 东汉平陇西之战
606,qin_han,6,秦汉（前221－220）,30年,东汉与羌的战争,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E4%B8%8E%E7%BE%8C%E7%9A%84%E6%88%98%E4%BA%89,185年－  （羌称帝后规模极大的举国决战）,未分级,30年－185年－ 东汉与羌的战争 （羌称帝后规模极大的举国决战）
607,qin_han,6,秦汉（前221－220）,32年,天水之战,https://zh.wikipedia.org/wiki/%E5%A4%A9%E6%B0%B4%E4%B9%8B%E6%88%B0,,未分级,32年－ 天水之战
608,qin_han,6,秦汉（前221－220）,33年,东汉与匈奴的战争,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E4%B8%8E%E5%8C%88%E5%A5%B4%E7%9A%84%E6%88%98%E4%BA%89,158年,未分级,33年－158年－ 东汉与匈奴的战争
609,qin_han,6,秦汉（前221－220）,35年,东汉灭蜀之战,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E7%81%AD%E8%9C%80%E4%B9%8B%E6%88%98,,未分级,35年－ 东汉灭蜀之战
610,qin_han,6,秦汉（前221－220）,35年,东汉攻公孙述之战,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E6%94%BB%E5%85%AC%E5%AD%99%E8%BF%B0%E4%B9%8B%E6%88%98,,未分级,35年－ 东汉攻公孙述之战
611,qin_han,6,秦汉（前221－220）,35年,广都、成都之战,https://zh.wikipedia.org/wiki/%E5%B9%BF%E9%83%BD%E3%80%81%E6%88%90%E9%83%BD%E4%B9%8B%E6%88%98,,未分级,35年－ 广都、成都之战
612,qin_han,6,秦汉（前221－220）,42年春,马援征岭南之战,https://zh.wikipedia.org/wiki/%E9%A9%AC%E6%8F%B4%E5%BE%81%E5%B2%AD%E5%8D%97%E4%B9%8B%E6%88%98,,未分级,42年春－ 马援征岭南之战
613,qin_han,6,秦汉（前221－220）,45年,东汉与鲜卑的战争,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E4%B8%8E%E9%B2%9C%E5%8D%91%E7%9A%84%E6%88%98%E4%BA%89,186年,未分级,45年－186年－ 东汉与鲜卑的战争
614,qin_han,6,秦汉（前221－220）,73年,东汉与西域各国的战争,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89%E4%B8%8E%E8%A5%BF%E5%9F%9F%E5%90%84%E5%9B%BD%E7%9A%84%E6%88%98%E4%BA%89,175年,未分级,73年－175年－ 东汉与西域各国的战争
615,qin_han,6,秦汉（前221－220）,75年,疏勒城之战,https://zh.wikipedia.org/wiki/%E7%96%8F%E5%8B%92%E5%9F%8E%E4%B9%8B%E6%88%98,76年,未分级,75年－76年－ 疏勒城之战
616,qin_han,6,秦汉（前221－220）,89年,稽落山之战,https://zh.wikipedia.org/wiki/%E7%A8%BD%E8%90%BD%E5%B1%B1%E4%B9%8B%E6%88%98,,未分级,89年－ 稽落山之战
617,qin_han,6,秦汉（前221－220）,115年,赤亭之战,https://zh.wikipedia.org/wiki/%E8%B5%A4%E4%BA%AD%E4%B9%8B%E6%88%98,,未分级,115年－ 赤亭之战
618,qin_han,6,秦汉（前221－220）,172年,坐原战役,https://zh.wikipedia.org/wiki/%E5%9D%90%E5%8E%9F%E6%88%98%E5%BD%B9,,未分级,172年－ 坐原战役
619,qin_han,6,秦汉（前221－220）,184年,黄巾起义,https://zh.wikipedia.org/wiki/%E9%BB%84%E5%B7%BE%E8%B5%B7%E4%B9%89,192年,未分级,184年－192年－ 黄巾起义
620,qin_han,6,秦汉（前221－220）,184年,长社之战,https://zh.wikipedia.org/wiki/%E9%95%BF%E7%A4%BE%E4%B9%8B%E6%88%98,,未分级,184年－ 长社之战
621,qin_han,6,秦汉（前221－220）,184年,广宗之战,https://zh.wikipedia.org/wiki/%E5%B9%BF%E5%AE%97%E4%B9%8B%E6%88%98,,未分级,184年－ 广宗之战
622,qin_han,6,秦汉（前221－220）,184年,下曲阳之战,https://zh.wikipedia.org/wiki/%E4%B8%8B%E6%9B%B2%E9%98%B3%E4%B9%8B%E6%88%98,,未分级,184年－ 下曲阳之战
623,qin_han,6,秦汉（前221－220）,184年,五斗米道,https://zh.wikipedia.org/wiki/%E4%BA%94%E6%96%97%E7%B1%B3%E9%81%93,,未分级,184年－ 五斗米道
624,qin_han,6,秦汉（前221－220）,184年,凉州之乱,https://zh.wikipedia.org/wiki/%E5%87%89%E5%B7%9E%E4%B9%8B%E4%B9%B1,189年,未分级,184年－189年－ 凉州之乱
625,qin_han,6,秦汉（前221－220）,185年,黑山军,https://zh.wikipedia.org/wiki/%E9%BB%91%E5%B1%B1%E8%BB%8D,,未分级,185年－ 黑山军
626,qin_han,6,秦汉（前221－220）,188年,白波,https://zh.wikipedia.org/wiki/%E7%99%BD%E6%B3%A2,,未分级,188年－ 白波
